"pais","provincia","municipio","ciudad"
"ARGENTINA","CORRIENTES","LAVALLE","SIN_INFORMAR"
"ARGENTINA","BUENOS_AIRES","LA_PLATA","ETCHEVERRY"
"ARGENTINA","CORDOBA","MARCOS_JUáREZ","INRIVILLE"
"ARGENTINA","SANTA_FE","SAN_JERóNIMO","SIN_INFORMAR"
"ARGENTINA","ENTRE_RIOS","FEDERACIóN","VILLA_DEL_ROSARIO_"
"ARGENTINA","RIO_NEGRO","NUEVE_DE_JULIO","TRENETA_"
"ARGENTINA","SANTA_FE","SAN_LORENZO","TIMBúES"
"ARGENTINA","SAN_LUIS","DUPUY","BUENA_ESPERANZA_"
"ARGENTINA","JURISDICCION_FEDERAL","PUERTO_BELGRANO","SIN_INFORMAR"
"ARGENTINA","SAN_LUIS","CORONEL_PRINGLES","LA_FLORIDA_"
"ARGENTINA","CATAMARCA","VALLE_VIEJO","VILLA_DOLORES_"
"ARGENTINA","SANTA_FE","SAN_CRISTóBAL","VILLA_TRINIDAD"
"ARGENTINA","BUENOS_AIRES","PUAN","FELIPE_SOLá"
"ARGENTINA","SIN_INFORMAR","CIUDAD_DE_BUENOS_AIRES","VILLA_DEL_PARQUE"
"ARGENTINA","CATAMARCA","BELéN_","LA_CIéNAGA_DE_ABAJO"
"ARGENTINA","NEUQUEN","MINAS","VARVARCO_/_INVERNADA_VIEJA_"
"ARGENTINA","MENDOZA","LUJáN_DE_CUYO","POTRERILLOS"
"ARGENTINA","SANTIAGO_DEL_ESTERO","SALAVINA","MALOTA"
"ARGENTINA","CORRIENTES","BERóN_DE_ASTRADA","YAHAPé"
"ARGENTINA","RIO_NEGRO","NUEVE_DE_JULIO","CONA_NIYEU_"
"ARGENTINA","BUENOS_AIRES","NUEVE_DE_JULIO","DOCE_DE_OCTUBRE"
"ARGENTINA","JUJUY","COCHINOCA","RUMICRUZ_"
"ARGENTINA","CATAMARCA","SANTA_MARíA","ENTRE_RíOS_"
"ARGENTINA","LA_RIOJA","CHAMICAL","BELLA_VISTA_"
"ARGENTINA","SANTA_FE","LAS_COLONIAS","SANTA_MARíA_CENTRO"
"GUATEMALA","GUATEMALA","SIN_INFORMAR","SIN_INFORMAR"
"ITALIA","SARDEGNA","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","TOLEDO","FUENSALIDA","SIN_INFORMAR"
"ARGENTINA","SANTIAGO_DEL_ESTERO","SALAVINA","LOS_CERRILLOS"
"ARGENTINA","ENTRE_RIOS","GUALEGUAY","PRIMER_DISTRITO_CUCHILLAS_"
"MEXICO","QUERETARO_DE_ARTEAGA","SIN_INFORMAR","SIN_INFORMAR"
"MEXICO","OAXACA","OAXACA_DE_JUáREZ","SIN_INFORMAR"
"ESPAÑA","VIZCAYA","ETXEBARRI__ANT._DE_SAN_ESTEBAN","SIN_INFORMAR"
"BOLIVIA","COCHABAMBA","GERMáN_JORDáN","CLIZA"
"ESPAÑA","CACERES","ARROYOMOLINOS","SIN_INFORMAR"
"ESPAÑA","ALICANTE","ALCALALI","SIN_INFORMAR"
"ESPAÑA","VIZCAYA","MUNGIA","SIN_INFORMAR"
"MEXICO","QUERETARO_DE_ARTEAGA","EZEQUIEL_MONTES","SIN_INFORMAR"
"ESPAÑA","CASTELLON","CAUDIEL","SIN_INFORMAR"
"SUIZA","VALAIS","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","CHUBUT","BIEDMA","RIACHO_SAN_JOSE_"
"ESPAÑA","VALENCIA","CÀRCER","SIN_INFORMAR"
"ESPAÑA","PONTEVEDRA","PAZOS_DE_BORBEN","SIN_INFORMAR"
"BRASIL","PARANA","PARANAGUá","GUARATUBA"
"ARGENTINA","SALTA","ROSARIO_DE_LA_FRONTERA","RíO_URUEñA_"
"ESPAÑA","GRANADA","HUETOR_VEGA","SIN_INFORMAR"
"PANAMA","COLON","SIN_INFORMAR","SIN_INFORMAR"
"REPUBLICA_DOMINICANA","BARAHONA","SIN_INFORMAR","SIN_INFORMAR"
"ESLOVAQUIA","BRATISLAVA","SIN_INFORMAR","SIN_INFORMAR"
"REINO_UNIDO","AVON","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","MALAGA","GUARO","SIN_INFORMAR"
"ESPAÑA","BURGOS","CASTRILLO_DEL_VAL","SIN_INFORMAR"
"ESPAÑA","VIZCAYA","SOPELANA","SIN_INFORMAR"
"DINAMARCA","FREDERIKSBORG","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","NEUQUEN","LONCOPUé","EL_CONDOR"
"MEXICO","HIDALGO","IXMIQUILPAN","SIN_INFORMAR"
"INDONESIA","SUMATERA_SELATAN","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","BUENOS_AIRES","SAN_MARTíN","SAN_MARTíN"
"ESPAÑA","CASTELLON","SOT_DE_FERRER","SIN_INFORMAR"
"ESPAÑA","BARCELONA","GIRONELLA","SIN_INFORMAR"
"ESLOVENIA","NOVA_GORICA","SIN_INFORMAR","SIN_INFORMAR"
"COREA_DEL_SUR","KANGWON-DO","SIN_INFORMAR","SIN_INFORMAR"
"CHILE","LOS_LAGOS","LLANQUIHUE","MAULLíN"
" ","CORDOBA","SAN MARTIN",""
" ","CORDOBA","TERCERO ARRIBA","ALMAFUERTE"
" ","CORDOBA","CALAMUCHITA","VILLA RUMIPAL"
" ","JUJUY","TILCARA","MAIMARA"
" ","CORDOBA","RIO CUARTO","BERROTARAN"
"ESPAÑA","CIUDAD_REAL","CARRION_DE_CALATRAVA","SIN_INFORMAR"
"MEXICO","HIDALGO","NOPALA","SIN_INFORMAR"
"BRASIL","SAO_PAULO","MOGI_DAS_CRUZES","BIRITIBA-MIRIM"
"ESPAÑA","TOLEDO","MADRIDEJOS","SIN_INFORMAR"
" ","CORDOBA","SAN ALBERTO","ARROYO LOS PATOS"
" ","CORDOBA","UNION","BALLESTEROS"
" ","CORDOBA","RIO SECO","SANTA ELENA"
" ","JUJUY","SANTA CATALINA","SANTA CATALINA"
"ARGENTINA","MENDOZA","SAN_RAFAEL_","CAñADA_SECA"
"ARGENTINA","ENTRE_RIOS","COLóN","COLóN"
"ARGENTINA","RIO_NEGRO","BARILOCHE","SAN_CARLOS_DE_BARILOCHE_"
"ARGENTINA","SANTA_CRUZ","LAGO_ARGENTINO_","EL_CALAFATE"
"ARGENTINA","BUENOS_AIRES","ESCOBAR","BELéN_DE_ESCOBAR"
"ARGENTINA","CORDOBA","UNIóN","LABORDE"
"ARGENTINA","CHACO","SARGENTO_CABRAL","COLONIA_ELISA_"
"ARGENTINA","CORDOBA","SANTA_MARíA","VILLA_DEL_PRADO"
"ARGENTINA","SAN_JUAN","SARMIENTO","MEDIA_AGUA_"
"ARGENTINA","NEUQUEN","COLLóN_CURá","PIEDRA_DEL_ÁGUILA_"
"ARGENTINA","CORDOBA","UNIóN","MONTE_MAíZ"
"ARGENTINA","CORDOBA","TULUMBA","SAN_JOSé_DE_LA_DORMIDA"
"ARGENTINA","BUENOS_AIRES","LINCOLN","CARLOS_SALAS"
"ARGENTINA","CORDOBA","RíO_SECO","VILLA_DE_MARíA"
"ARGENTINA","SALTA","GENERAL_GüEMES","COBOS_"
"ARGENTINA","SAN_JUAN","VEINTICINCO_DE_MAYO","EL_ENCóN_"
"ARGENTINA","SANTA_FE","SAN_JAVIER","ALEJANDRA"
"ARGENTINA","BUENOS_AIRES","GENERAL_VILLEGAS","EMILIO_V._BUNGE"
"ESPAÑA","BARCELONA","SABADELL","SIN_INFORMAR"
"ARGENTINA","TUCUMAN","CRUZ_ALTA","CARBON_POZO"
"ARGENTINA","BUENOS_AIRES","RIVADAVIA","FORTíN_OLAVARRíA"
"ESPAÑA","ALICANTE","JAVEA","SIN_INFORMAR"
"ARGENTINA","SAN_LUIS","JUNíN_","LOS_CAJONES_"
"ARGENTINA","SAN_LUIS","GENERAL_PEDERNERA_","LA_ESQUINA_"
"ARGENTINA","SANTA_FE","VERA","TARTAGAL"
"ESPAÑA","CIUDAD_REAL","CIUDAD_REAL","SIN_INFORMAR"
"ARGENTINA","SANTIAGO_DEL_ESTERO","SAN_MARTíN","LA_BLANCA"
"ARGENTINA","NEUQUEN","HUILICHES","AUCA_-_PAN_"
"ARGENTINA","JUJUY","LEDESMA","LEDESMA_"
"ARGENTINA","SANTIAGO_DEL_ESTERO","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","JUJUY","YAVI","CORRAL_BLANCO_"
"ESPAÑA","BARCELONA","BADALONA","SIN_INFORMAR"
"ARGENTINA","LA_RIOJA","SAN_BLAS_DE_LOS_SAUCES","LAS_TALAS_"
"ARGENTINA","BUENOS_AIRES","TANDIL","CERRO_LEONES"
"ARGENTINA","CATAMARCA","EL_ALTO","CHAñAR_LAGUNA_"
"MEXICO","DISTRITO_FEDERAL","CUAUHTEMOC","SIN_INFORMAR"
"BIELORRUSIA","MINSK","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","SAN_JUAN","VALLE_FéRTIL","BALDES_DE_ASTICA_"
"ARGENTINA","CATAMARCA","ANCASTI","EL_MOJóN"
"ARGENTINA","LA_RIOJA","GENERAL_BELGRANO","SIMBOLAR_"
"ARGENTINA","BUENOS_AIRES","CHACABUCO","COLIQUEO"
"DINAMARCA","NORDJYLLAND","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","VALENCIA","RIBA_ROJA_DE_TURIA","SIN_INFORMAR"
"ARGENTINA","JUJUY","HUMAHUACA","CORAYA_"
"ARGENTINA","CHUBUT","TEHUELCHES","ALTO_RíO_PICO_"
"ARGENTINA","MENDOZA","RIVADAVIA_","LOS_HUARPES"
"ESPAÑA","BARCELONA","SANTA_MARIA_DE_PALAUTORDERA","SIN_INFORMAR"
"PARAGUAY","CANINDEYU","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","SALTA","CHICOANA","EL_NOGALAR_"
"ARGENTINA","MENDOZA","LAVALLE","LOS_SAUCES"
"BRASIL","GOIAS","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","JUJUY","EL_CARMEN","SAN_ISIDRO"
"REPUBLICA_POPULAR_CHINA","ANHUI","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","CATAMARCA","BELéN_","BARRIO_EL_MOLINO"
"ARGENTINA","SALTA","SAN_CARLOS","PUCARá_"
"ARGENTINA","RIO_NEGRO","ADOLFO_ALSINA","CUBANEA_"
"ARGENTINA","ENTRE_RIOS","PARANá","COLONIA_REFFINO_"
"MEXICO","VERACRUZ-LLAVE","TúXPAM","SIN_INFORMAR"
"ARGENTINA","SANTA_CRUZ","LAGO_ARGENTINO_","SIN_INFORMAR"
"ESPAÑA","ZARAGOZA","EJEA_DE_LOS_CABALLEROS","SIN_INFORMAR"
"ISRAEL","YERUSHALAYIM","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","VALLADOLID","TORDESILLAS","SIN_INFORMAR"
"ESPAÑA","GUIPUZCOA","ELGOIBAR","SIN_INFORMAR"
"ESPAÑA","BADAJOZ","ALBURQUERQUE","SIN_INFORMAR"
"ESPAÑA","CUENCA","CAÑETE","SIN_INFORMAR"
"SUECIA","OSTERGOTLANDS_LAN","SIN_INFORMAR","SIN_INFORMAR"
"MEXICO","SONORA","GUAYMAS","SIN_INFORMAR"
"MEXICO","GUERRERO","TLAPA_DE_COMONFORT","SIN_INFORMAR"
"ESPAÑA","GIRONA","LLERS","SIN_INFORMAR"
"ESPAÑA","MADRID","GARGANTA_DE_LOS_MONTES","SIN_INFORMAR"
"ARGENTINA","CIUDAD_DE_BUENOS_AIRES","MERLO","LIBERTAD"
"ARGENTINA","SAN_JUAN","ANGACO","ESTACIóN_JUAN_JUFRé_"
" ","CORDOBA","PUNILLA","SAN ROQUE"
" ","LA PAMPA","MARACO","GENERAL PICO"
" ","CORDOBA","SAN ALBERTO","MINA CLAVERO"
" ","BUENOS AIRES","SAN FERNANDO","SAN FERNANDO"
" ","CORDOBA","GENERAL SAN MARTIN","ARROYO CABRAL"
"ESPAÑA","LEON","VILLABLINO","SIN_INFORMAR"
"ESPAÑA","VIZCAYA","MUNITIBAR_ARBATZEGI_GERRIKAITZ","SIN_INFORMAR"
"MOZAMBIQUE","MANICA","SIN_INFORMAR","SIN_INFORMAR"
" ","BUENOS AIRES","LA MATANZA","ISIDRO CASANOVA"
"ARGENTINA","SANTA_FE","SAN_LORENZO","SAN_LORENZO"
"ARGENTINA","SANTIAGO_DEL_ESTERO","BELGRANO","BANDERA"
"ARGENTINA","CIUDAD_DE_BUENOS_AIRES","CIUDAD_DE_BUENOS_AIRES","BARRACAS"
"ARGENTINA","JUJUY","LEDESMA","LIBERTADOR_GENERAL_SAN_MARTíN_"
"ARGENTINA","BUENOS_AIRES","AYACUCHO","AYACUCHO"
"ARGENTINA","CORDOBA","COLóN","SALSIPUEDES"
"ARGENTINA","CORDOBA","PUNILLA","VILLA_SANTA_CRUZ_DEL_LAGO"
"ARGENTINA","CORDOBA","JUáREZ_CELMAN","UCACHA"
"ARGENTINA","CHACO","SAN_FERNANDO","BASAIL_"
"ARGENTINA","CORDOBA","RíO_SEGUNDO","LOS_CHAñARITOS_(RíO_SEGUNDO)"
"ARGENTINA","JUJUY","EL_CARMEN","SIN_INFORMAR"
"ARGENTINA","MENDOZA","SAN_RAFAEL_","EL_CERRITO"
"ARGENTINA","CORDOBA","SAN_JAVIER","LOS_CERRILLOS"
"ARGENTINA","CORRIENTES","CORRIENTES_CAPITAL","SAN_CAYETANO"
"ARGENTINA","RIO_NEGRO","BARILOCHE","EL_FOYEL_"
"ARGENTINA","SANTA_FE","GENERAL_LóPEZ","CHOVET"
"ARGENTINA","MENDOZA","LAVALLE","EL_CHILCAL"
"BRASIL","SAO_PAULO","SãO_PAULO","SãO_PAULO"
"BRASIL","RIO_GRANDE_DO_SUL","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","NEUQUEN","ALUMINé","SIN_INFORMAR"
"ARGENTINA","SAN_LUIS","CHACABUCO_","CORTADERAS_"
"ARGENTINA","SANTA_FE","GENERAL_OBLIGADO","SIN_INFORMAR"
"CHILE","REGION_METROPOLITANA","SANTIAGO","LAS_CONDES"
"ARGENTINA","CATAMARCA","EL_ALTO","COLONIA_DE_ACHALCO_"
"BRASIL","SAO_PAULO","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","LA_RIOJA","ROSARIO_VERA_PEñALOZA","VALLE_HERMOSO_"
"ARGENTINA","ENTRE_RIOS","LA_PAZ","EL_QUEBRACHO_"
"ESPAÑA","TENERIFE","ADEJE","SIN_INFORMAR"
"JAPON","HYOGO","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","TARRAGONA","REUS","SIN_INFORMAR"
"CHILE","LOS_RíOS","VALDIVIA","VALDIVIA"
"ARGENTINA","SAN_LUIS","CORONEL_PRINGLES","BALDE_DE_LA_ISLA_"
"ARGENTINA","CORDOBA","SANTA_MARíA","LA_PAISANITA"
"ARGENTINA","JUJUY","SANTA_CATALINA","TIMON_CRUZ_"
"ARGENTINA","BUENOS_AIRES","CARMEN_DE_ARECO","PUEBLO_GOUIN"
"ARGENTINA","BUENOS_AIRES","TAPALQUé","VELLOSO"
"ESPAÑA","TENERIFE","SANTIAGO_DEL_TEIDE","SIN_INFORMAR"
"ARGENTINA","BUENOS_AIRES","OLAVARRIA","POURTALé"
"ESPAÑA","TARRAGONA","VALLS","SIN_INFORMAR"
"REINO_UNIDO","MANCHESTER","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","CATAMARCA","AMBATO","LOS_NARVáEZ"
"ESPAÑA","CANTABRIA","VILLAESCUSA_(SANTANDER)","SIN_INFORMAR"
"ARGENTINA","BUENOS_AIRES","PUAN","SIN_INFORMAR"
"ARGENTINA","BUENOS_AIRES","BRAGADO","MáXIMO_FERNáNDEZ"
"MEXICO","HIDALGO","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","SIN_INFORMAR","CIUDAD_DE_BUENOS_AIRES","VILLA_PUEYRREDóN"
"BRASIL","SANTA_CATARINA","TUBARãO","GAROPABA"
"ESPAÑA","MADRID","BOALO__EL","SIN_INFORMAR"
"BRASIL","SAO_PAULO","FERNANDóPOLIS","FERNANDóPOLIS"
"CHILE","MAGALLANES_Y_DE_LA_ANTARTICA_CHILENA","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","SAN_LUIS","CORONEL_PRINGLES","CAñADA_HONDA_"
"LIBANO","MONT-LIBAN","CAZA_JBEIL","JBEIL"
"ESPAÑA","BARCELONA","SANT_CELONI","SIN_INFORMAR"
"ARGENTINA","JUJUY","SUSQUES","O'HIGGINS"
"ARGENTINA","SAN_JUAN","JáCHAL","HUERTA_HUACHI__"
"ARGENTINA","SALTA","GENERAL_JOSé_DE_SAN_MARTíN","RECAREDO_"
"ESPAÑA","TOLEDO","CONSUEGRA","SIN_INFORMAR"
"ARGENTINA","BUENOS_AIRES","ROJAS","LA_BEBA"
"ESPAÑA","BADAJOZ","MERIDA","SIN_INFORMAR"
"ARGENTINA","CATAMARCA","ANCASTI","PUESTO_SIN_NOMBRE"
"REINO_UNIDO","BATH_AND_NORTH_EAST_SOMERSET","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","CHACO","GENERAL_DONOVAN","SIN_INFORMAR"
"ESPAÑA","GUIPUZCOA","PASAIA","SIN_INFORMAR"
"ESPAÑA","VIZCAYA","ARRIGORRIAGA","SIN_INFORMAR"
"ESPAÑA","AVILA","TORNADIZOS_DE_AVILA","SIN_INFORMAR"
"ESPAÑA","TARRAGONA","VANDELLOS_I_L´HOSPITALET_DE_l´INFANT","SIN_INFORMAR"
"CHILE","AISEN_DEL_GENERAL_CARLOS_IBANEZ_DEL_CAMPO","COYHAIQUE","COYHAIQUE"
"ARGENTINA","NEUQUEN","LáCAR","LOLOG_"
"IRLANDA","KERRY","SIN_INFORMAR","SIN_INFORMAR"
"BRASIL","RIO_GRANDE_DO_SUL","PORTO_ALEGRE","GRAVATAí"
"BRASIL","SAO_PAULO","MOGI_DAS_CRUZES","GUARAREMA"
"ARGENTINA","RIO_NEGRO","GENERAL_ROCA","COLONIA_PEñAS_BLANCAS_"
"ARGENTINA","CATAMARCA","LA_PAZ","SINCHA_"
"JAPON","EHIME","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","CASTELLON","ALCALÀ_DE_XIVERT","SIN_INFORMAR"
"ESPAÑA","PONTEVEDRA","RIBADUMIA","SIN_INFORMAR"
"GRECIA","DHODHEKANISOS","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","RIO_NEGRO","GENERAL_ROCA","Bº_LA_RIBERA_-_Bº_APYCAR_"
"ARGENTINA","SIN_INFORMAR","CIUDAD_DE_BUENOS_AIRES","VILLA_LUGANO"
"ESPAÑA","NAVARRA","CAPARROSO","SIN_INFORMAR"
"ESPAÑA","JAEN","QUESADA","SIN_INFORMAR"
" ","CORDOBA","CAPITAL","CORDOBA"
" ","CORDOBA","RIO PRIMERO","RIO PRIMERO"
" ","BUENOS AIRES","CAÑUELAS","CAÑUELAS"
" ","LA PAMPA","CAPITAL","SANTA ROSA"
" ","JUJUY","EL CARMEN","PERICO"
"ESPAÑA","CORDOBA","POZOBLANCO","SIN_INFORMAR"
"ESPAÑA","TENERIFE","PUNTAGORDA","SIN_INFORMAR"
"MEXICO","COAHUILA_DE_ZARAGOZA","ACUñA","SIN_INFORMAR"
"ESPAÑA","TARRAGONA","VILAVERD","SIN_INFORMAR"
"ARGENTINA","BUENOS_AIRES","SAN_FERNANDO","VICTORIA"
"ARGENTINA","SAN_LUIS","DUPUY","FORTUNA_"
"ARGENTINA","CHUBUT","FUTALEUFú","LAGO_ROSARIO_"
"ARGENTINA","MENDOZA","LUJáN_DE_CUYO","TRAHUNCURA"
"ARGENTINA","MISIONES","SAN_IGNACIO","JARDíN_AMéRICA_"
"ARGENTINA","SALTA","LA_CALDERA","LOS_YACONES_"
"ARGENTINA","JUJUY","SAN_PEDRO","ARROYO_COLORADO_"
"ARGENTINA","SANTIAGO_DEL_ESTERO","JIMéNEZ","EL_CHARCO"
"ARGENTINA","CORDOBA","SAN_JAVIER","LA_PAZ"
"ARGENTINA","TUCUMAN","LULES","SAN_FELIPE_Y_SANTA_BáRBARA"
"ARGENTINA","SANTA_FE","SAN_JERóNIMO","GESSLER"
"ARGENTINA","CORDOBA","TERCERO_ARRIBA","TANCACHA"
"ARGENTINA","NEUQUEN","LONCOPUé","PICHAIHUE"
"ARGENTINA","SAN_JUAN","JáCHAL","GRAN_CHINA_"
"ARGENTINA","CATAMARCA","FRAY_MAMERTO_ESQUIú","SAN_ANTONIO_"
"ARGENTINA","BUENOS_AIRES","NECOCHEA","SIN_INFORMAR"
"ARGENTINA","CORDOBA","RíO_PRIMERO","OBISPO_TREJO"
"ARGENTINA","CATAMARCA","EL_ALTO","EL_ALTO_"
"ARGENTINA","MENDOZA","TUNUYáN","LOS_CHACAYES"
"ARGENTINA","BUENOS_AIRES","PERGAMINO","PINZóN"
"ARGENTINA","MENDOZA","SAN_RAFAEL_","PUNTA_DE_AGUA"
"CHILE","REGION_METROPOLITANA","SANTIAGO","LA_FLORIDA"
"ARGENTINA","RIO_NEGRO","VALCHETA","NAHUEL_NIYEU_"
"FRANCIA","SIN_INFORMAR","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","ENTRE_RIOS","SAN_JOSé_DE_FELICIANO","LA_VERBENA_"
"ESPAÑA","MALLORCA","CALVIÀ","SIN_INFORMAR"
"ARGENTINA","CATAMARCA","ANCASTI","NAVAGUIN"
"REINO_UNIDO","HEREFORDSHIRE","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","BARCELONA","SANTA_MARGARIDA_I_ELS_MONJOS","SIN_INFORMAR"
"ARGENTINA","BUENOS_AIRES","CORONEL_PRINGLES","LARTIGAU"
"ARGENTINA","JUJUY","LEDESMA","LIBERTAD_"
"ARGENTINA","BUENOS_AIRES","ALBERTI","CORONEL_SEGUí"
"ARGENTINA","BUENOS_AIRES","TRENQUE_LAUQUEN","GIRODIAS"
"CHILE","REGION_METROPOLITANA","TALAGANTE","PEñAFLOR"
"ECUADOR","EL_ORO","SIN_INFORMAR","SIN_INFORMAR"
"BRASIL","GOIAS","ENTORNO_DO_DISTRITO_FEDERAL","SIN_INFORMAR"
"ESPAÑA","CUENCA","POZOAMARGO","SIN_INFORMAR"
"ESPAÑA","PONTEVEDRA","GUARDA__A","SIN_INFORMAR"
"ESPAÑA","JAEN","UBEDA","SIN_INFORMAR"
"ARGENTINA","BUENOS_AIRES","CHACABUCO","INGENIERO_SILVEYRA"
"ESPAÑA","BARCELONA","TORDERA","SIN_INFORMAR"
"ARGENTINA","SAN_LUIS","BELGRANO_","LOS_CERRILLOS_"
"PORTUGAL","SETUBAL","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","JUJUY","COCHINOCA","TUSAQUILLA_"
"ESPAÑA","ALAVA","AMURRIO","SIN_INFORMAR"
"ESPAÑA","NAVARRA","ZUGARRAMURDI","SIN_INFORMAR"
"ESPAÑA","BARCELONA","SENTMENAT","SIN_INFORMAR"
"BRASIL","PARANA","FOZ_DO_IGUAçU","MATELâNDIA"
"ESPAÑA","VALENCIA","CARLET","SIN_INFORMAR"
"BOLIVIA","CIUDAD_DE_BUENOS_AIRES","CIUDAD_DE_BUENOS_AIRES","LINIERS"
"CHILE","BIO-BIO","ÑUBLE","CHILLáN"
"PERU","APURIMAC","SIN_INFORMAR","SIN_INFORMAR"
"IRLANDA","WATERFORD","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","SALTA","ORáN","ALGARROBAL_"
"ESPAÑA","VIZCAYA","IURRETA","SIN_INFORMAR"
"MEXICO","PUEBLA","HUAUCHINANGO","SIN_INFORMAR"
"ESPAÑA","MURCIA","TORRES_DE_COTILLAS__LAS","SIN_INFORMAR"
"ESPAÑA","ZARAGOZA","MIEDES_DE_ARAGON","SIN_INFORMAR"
"REINO_UNIDO","WESTMINSTER","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","CATAMARCA","SANTA_ROSA","CASA_SANTA_"
"ESPAÑA","GIRONA","SANTA_LLOGAIA_D´ALGUEMA","SIN_INFORMAR"
"NORUEGA","TELEMARK","SIN_INFORMAR","SIN_INFORMAR"
"LIBANO","LIBAN-SUD","CAZA_SAIDA","SAIDA"
"ESPAÑA","LEON","VALENCIA_DE_DON_JUAN","SIN_INFORMAR"
"GUATEMALA","QUICHE","SIN_INFORMAR","SIN_INFORMAR"
"INDIA","MAHARASHTRA","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","TOLEDO","GUARDIA__LA","SIN_INFORMAR"
"ESPAÑA","ALBACETE","POZO_CAÑADA","SIN_INFORMAR"
"ARGENTINA","SAN_LUIS","BELGRANO_","EL_JARILLAL_"
"MEXICO","HIDALGO","ATOTONILCO_DE_TULA","SIN_INFORMAR"
"ARGENTINA","SAN_LUIS","LA_CAPITAL","SIN_INFORMAR"
" ","CORDOBA","PUNILLA","TANTI"
"MEXICO","NAYARIT","XALISCO","SIN_INFORMAR"
"ARGENTINA","CORDOBA","COLóN","COLóN"
"ARGENTINA","CAMION_(1) ","COMANDANTE_FERNáNDEZ","PRESIDENCIA_ROQUE_SáENZ_PEñA"
" ","JUJUY","HUMAHUACA","UQUIA (EST. SENADOR PEREZ)"
"INDIA","WEST_BENGAL","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","SANTIAGO_DEL_ESTERO","ROBLES","FERNáNDEZ"
"ARGENTINA","BUENOS_AIRES","FLORENCIO_VARELA","GOBERNADOR_JULIO_A._COSTA"
"ARGENTINA","MENDOZA","LAVALLE","VILLA_TULUMAYA"
"ARGENTINA","BUENOS_AIRES","BERAZATEGUI","HUDSON"
"ARGENTINA","FORMOSA","PIRANé","VILLA_DOS_TRECE"
"ARGENTINA","BUENOS_AIRES","MORENO","CUARTEL_V"
"ARGENTINA","CHACO","LIBERTADOR_GENERAL_SAN_MARTíN","GENERAL_JOSé_DE_SAN_MARTíN_"
"ARGENTINA","BUENOS_AIRES","BERAZATEGUI","VILLA_ESPAñA"
"ARGENTINA","TUCUMAN","TAFí_VIEJO_","SIN_INFORMAR"
"ARGENTINA","LA_PAMPA","REALICó","ADOLFO_VAN_PRAET_"
"ARGENTINA","ENTRE_RIOS","GUALEGUAY","GENERAL_GALARZA_"
"ARGENTINA","BUENOS_AIRES","LOBOS","EMPALME_LOBOS"
"ARGENTINA","TUCUMAN","CRUZ_ALTA","LOS_VALLISTOS"
"ARGENTINA","MISIONES","MONTECARLO","CARAGUATAY_"
"ARGENTINA","BUENOS_AIRES","PILA","PILA"
"ARGENTINA","SAN_JUAN","JáCHAL","SAN_JOSé_DE_JáCHAL_"
"ARGENTINA","LA_PAMPA","CHAPALEUFú","CORONEL_HILARIO_LAGOS_"
"ARGENTINA","CORDOBA","COLóN","COLONIA_TIROLESA"
"ARGENTINA","SAN_LUIS","DUPUY","ANCHORENA_"
"ARGENTINA","LA_PAMPA","CHAPALEUFú","VéRTIZ_"
"ARGENTINA","NEUQUEN","LOS_LAGOS","VILLA_TRAFUL_"
"ARGENTINA","BUENOS_AIRES","AZUL","SIN_INFORMAR"
"ARGENTINA","BUENOS_AIRES","MALVINAS_ARGENTINAS","SIN_INFORMAR"
"ARGENTINA","BUENOS_AIRES","BENITO_JUáREZ","SIN_INFORMAR"
"ARGENTINA","MENDOZA","SAN_CARLOS","TRES_ESQUINAS"
"ARGENTINA","BUENOS_AIRES","BERISSO","VILLA_NUEVA"
"ARGENTINA","BUENOS_AIRES","ESTEBAN_ECHEVERRíA","SIN_INFORMAR"
