"PAIS","PROVINCIA","MUNICIPIO"
"ALEMANIA","HAMBURG","SIN_INFORMAR"
"ALEMANIA","NIEDERSACHSEN","SIN_INFORMAR"
"ECUADOR","ESMERALDAS","SIN_INFORMAR"
"ESPAÑA","LA_RIOJA","LOGROÑO"
"REPUBLICA_CHECA","JIHOMORAVSKY_KRAJ","SIN_INFORMAR"
"REPUBLICA_POPULAR_CHINA","BEIJING","SIN_INFORMAR"
"MEXICO","HIDALGO","SIN_INFORMAR"
"ESPAÑA","VIZCAYA","ARRIGORRIAGA"
"ESPAÑA","CANTABRIA","MARINA_DE_CUDEYO"
"ESPAÑA","BARCELONA","ARENYS_DE_MUNT"
"COLOMBIA","PUTUMAYO","SIN_INFORMAR"
"ESPAÑA","MADRID","VILLA_DEL_PRADO"
"ESPAÑA","TOLEDO","CIRUELOS"
" ","CORDOBA","CRUZ DEL EJE"
"PAKISTAN","PUNJAB","SIN_INFORMAR"
"ESPAÑA","LLEIDA","TORREFARRERA"
"ESPAÑA","CADIZ","SAN_FERNANDO"
"ESPAÑA","HUESCA","SIN_INFORMAR"
"ESPAÑA","BARCELONA","MEDIONA"
"ARGENTINA","SAN_LUIS","LA_CAPITAL"
"UCRANIA","IVANO-FRANKIVS_KA_OBLAST","SIN_INFORMAR"
"NUEVA_ZELANDA","SOUTHLAND","SIN_INFORMAR"
"MEXICO","PUEBLA","TLAHUAPAN"
"BRASIL","SANTA_CATARINA","CURITIBANOS"
"TAILANDIA","PRACHUAP_KHIRI_KHAN","SIN_INFORMAR"
"ESPAÑA","CASTELLON","ALMENARA"
"ESPAÑA","MELILLA","SIN_INFORMAR"
"ARGENTINA","ANTARTIDA","SIN_INFORMAR"
"REPUBLICA_POPULAR_CHINA","HENAN","SIN_INFORMAR"
"REPUBLICA_DOMINICANA","ELIAS_PINA","SIN_INFORMAR"
"ESPAÑA","BURGOS","CONDADO_DE_TREVIÑO"
"ESPAÑA","MADRID","GARGANTILLA_DEL_LOZOYA_Y_PINILLA_DE_BUITRAGO"
"ESPAÑA","TARRAGONA","ALFORJA"
"ARGENTINA","BUENOS_AIRES","LANúS"
"ARGENTINA","SALTA","ROSARIO_DE_LA_FRONTERA"
"ESPAÑA","MADRID","VALDEMORO"
"ARGENTINA","BUENOS_AIRES","GENERAL_PINTO"
"CHILE","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","LA_PAMPA","GUATRACHé_"
"ARGENTINA","LA_RIOJA","GENERAL_BELGRANO"
"PARAGUAY","ALTO_PARANA","SIN_INFORMAR"
"ITALIA","MARCHE","SIN_INFORMAR"
"FRANCIA","BASSE-NORMANDIE","SIN_INFORMAR"
"ESPAÑA","LA_CORUÑA","SIN_INFORMAR"
"MALASIA","WILAYAH_PERSEKUTUAN","SIN_INFORMAR"
"ESPAÑA","GIRONA","FONTCOBERTA"
"ARGENTINA","BUENOS_AIRES","SAN_MIGUEL_"
"ESPAÑA","TENERIFE","VALLE_GRAN_REY"
"ESPAÑA","CASTELLON","SIN_INFORMAR"
"BRASIL","MINAS_GERAIS","VARGINHA"
"BRUNEI_DARUSSALAM","BELAIT","SIN_INFORMAR"
"ESPAÑA","BARCELONA","LLAGOSTA__LA"
"REPUBLICA_POPULAR_CHINA","HUNAN","SIN_INFORMAR"
"ESPAÑA","LA_CORUÑA","PONTES_DE_GARCIA_RODRIGUEZ__AS"
"CHILE","ANTOFAGASTA","EL_LOA"
"ESPAÑA","BARCELONA","SANTA_EULALIA_DE_RONÇANA"
"BELGICA","LUXEMBOURG","SIN_INFORMAR"
"REPUBLICA_POPULAR_CHINA","LIAONING","SIN_INFORMAR"
"ESPAÑA","VALENCIA","ALMASSERA"
"REPUBLICA_DOMINICANA","PUERTO_PLATA","SIN_INFORMAR"
" ","JUJUY","SAN ANTONIO"
"REINO_UNIDO","WEST_YORKSHIRE","SIN_INFORMAR"
"PERU","CAJAMARCA","SIN_INFORMAR"
"ARGENTINA","SIN_INFORMAR","BAHíA_BLANCA"
"ESPAÑA","MURCIA","FUENTE_ALAMO_DE_MURCIA"
"ESPAÑA","VALENCIA","ALBALAT_DELS_TARONGERS"
"BRASIL","SANTA_CATARINA","SãO_MIGUEL_DO_OESTE"
"REINO_UNIDO","SOUTHAMPTON","SIN_INFORMAR"
"BOLIVIA","SANTA_CRUZ","CHIQUITOS"
"BRASIL","PARAIBA","SIN_INFORMAR"
"ARGENTINA","SAN_LUIS","AYACUCHO"
"MEXICO","JALISCO","JALOSTOTITLáN"
"ARGENTINA","SIN_INFORMAR","PIRANé"
"ESPAÑA","ALICANTE","VALL_DE_GALLINERA"
"DOMINICA","SIN_INFORMAR","SIN_INFORMAR"
"NUEVA_ZELANDA","FRANKLIN","SIN_INFORMAR"
"ESPAÑA","CUENCA","VILLAVERDE_Y_PASACONSOL"
"MEXICO","CHIHUAHUA","CHíNIPAS"
"ARGENTINA","CORDOBA","CRUZ_DEL_EJE"
"ARGENTINA","SANTIAGO_DEL_ESTERO","QUEBRACHOS"
"ARGENTINA","CHACO","QUITILIPI"
"ITALIA","LOMBARDIA","SIN_INFORMAR"
"PARAGUAY","NUEVA_ASUNCION","SIN_INFORMAR"
"ESPAÑA","BARCELONA","ARENYS_DE_MAR"
"ESPAÑA","TENERIFE","SAN_CRISTÓBAL_DE_LA_LAGUNA"
"CHILE","VALPARAISO","PETORCA"
"ISRAEL","HAZAFON","SIN_INFORMAR"
"ESPAÑA","ALICANTE","VILLAJOYOSA"
"ITALIA","SICILIA","SIN_INFORMAR"
"ESPAÑA","GIRONA","ARBUCIES"
"ESPAÑA","NAVARRA","EGUES"
"ESPAÑA","MADRID","MANZANARES_EL_REAL"
"ESPAÑA","ALBACETE","HELLIN"
"ESPAÑA","LAS_PALMAS","TIAS"
"ESPAÑA","GUIPUZCOA","SIN_INFORMAR"
"ESPAÑA","GIRONA","RIPOLL"
"ESPAÑA","ALICANTE","VILLENA"
"MYANMAR","YANGON","SIN_INFORMAR"
"MEXICO","TLAXCALA","SAN_PABLO_DEL_MONTE"
"ESPAÑA","TARRAGONA","AMETLLA_DE_MAR__L´"
"ESPAÑA","NAVARRA","LABAIEN"
"ESPAÑA","GUIPUZCOA","ZALDIBIA"
"MEXICO","GUANAJUATO","SAN_MIGUEL_DE_ALLENDE"
"ESPAÑA","MADRID","PELAYOS_DE_LA_PRESA"
"ESPAÑA","MADRID","CENICIENTOS"
"ESPAÑA","ZARAGOZA","TAUSTE"
"BRASIL","SAO_PAULO","OURINHOS"
"PORTUGAL","VISEU","SIN_INFORMAR"
"ESPAÑA","PONTEVEDRA","PAZOS_DE_BORBEN"
"BRASIL","MINAS_GERAIS","TEóFILO_OTONI"
" ","SALTA","CERRILLOS"
"BULGARIA","LOVECH","SIN_INFORMAR"
"ARGENTINA","SAN_JUAN","RIVADAVIA"
"ARGENTINA","LA_PAMPA","CONHELO"
"ARGENTINA","BUENOS_AIRES","COLóN"
"ARGENTINA","SANTIAGO_DEL_ESTERO","JIMéNEZ"
"ARGENTINA","SALTA","LA_POMA"
"ARGENTINA","SAN_JUAN","VALLE_FéRTIL"
"ARGENTINA","FORMOSA","SIN_INFORMAR"
"MEXICO","TABASCO","CENTRO"
"ESPAÑA","BARCELONA","MARTORELL"
"VENEZUELA","NUEVA_ESPARTA","SIN_INFORMAR"
"SUIZA","BASEL-STADT","SIN_INFORMAR"
"JAPON","TOCHIGI","SIN_INFORMAR"
"ESPAÑA","BARCELONA","CASTELLET_I_LA_GORNAL"
"ESPAÑA","VALENCIA","ALCÀSSER"
"PORTUGAL","SETUBAL","SIN_INFORMAR"
"MEXICO","TAMAULIPAS","SIN_INFORMAR"
"ESPAÑA","SEVILLA","ARAHAL"
"BERMUDA","PAGET","SIN_INFORMAR"
"CHILE","BUENOS_AIRES","RIVADAVIA"
"ESLOVENIA","MARIBOR","SIN_INFORMAR"
"ESPAÑA","VALENCIA","ESTIVELLA"
"IRLANDA","TIPPERARY","SIN_INFORMAR"
"ESPAÑA","ALICANTE","MURO_DE_ALCOY"
"ESPAÑA","ZAMORA","TORO"
"ESTADOS_UNIDOS","SOUTH_DAKOTA","SIN_INFORMAR"
"ESPAÑA","CUENCA","PALOMERA"
"REINO_UNIDO","BRIDGEND","SIN_INFORMAR"
" ","BUENOS AIRES","VILLA GESELL "
"BRASIL","PARA","ÓBIDOS"
"ESPAÑA","LEON","CACABELOS"
"ESPAÑA","TARRAGONA","PERELLO__EL"
"ARGENTINA","MENDOZA","GODOY_CRUZ"
"ARGENTINA","BUENOS_AIRES","LAS_FLORES"
"ARGENTINA","MISIONES","SAN_PEDRO"
"ARGENTINA","BUENOS_AIRES","LEANDRO_N._ALEM"
"ESPAÑA","BARCELONA","HOSPITALET_DE_LLOBREGAT__L´"
"ARGENTINA","SANTA_FE","SIN_INFORMAR"
"ESPAÑA","IBIZA","EIVISSA"
"ESPAÑA","LA_CORUÑA","OLEIROS"
"ESPAÑA","ZAMORA","BENAVENTE"
"ESPAÑA","SEVILLA","LEBRIJA"
"ESPAÑA","LEON","PONFERRADA"
" ","JUJUY","SANTA BARBARA"
"ESPAÑA","MADRID","BATRES"
"ESPAÑA","PONTEVEDRA","VILANOVA_DE_AROUSA"
"ESPAÑA","MADRID","COLMENAR_DE_OREJA"
"PALESTINA","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","MADRID","CASARRUBUELOS"
"ARGENTINA","MOVILES","LA_PLATA"
"ESPAÑA","GRANADA","HUETOR_SANTILLAN"
"ISRAEL","HAMERKAZ","RISHON_LEZION"
"ESPAÑA","VIZCAYA","ZEBERIO"
"ESPAÑA","GRANADA","LANJARON"
"BRASIL","MINAS_GERAIS","CONSELHEIRO_LAFAIETE"
"ESPAÑA","LA_RIOJA","RIBAFRECHA"
"ESPAÑA","TOLEDO","NOEZ"
"ESPAÑA","ZARAGOZA","VERA_DE_MONCAYO"
"ESPAÑA","CANTABRIA","LIENDO"
"ARGENTINA","SAN_LUIS","CHACABUCO"
"ESPAÑA","VALLADOLID","SECA__LA"
"ESPAÑA","LEON","POLA_DE_GORDON__LA"
" ","JUJUY","PALPALA "
"ARGENTINA","CORRIENTES","CURUZú_CUATIá"
"ARGENTINA","SALTA","SALTA_CAPITAL"
"ARGENTINA","SANTA_FE","CONSTITUCIóN"
"ARGENTINA","SANTIAGO_DEL_ESTERO","ALBERDI_"
"VENEZUELA","MIRANDA","SIN_INFORMAR"
"ESPAÑA","MALAGA","NERJA"
"REPUBLICA_POPULAR_CHINA","FUJIAN","SIN_INFORMAR"
"ARGENTINA","CORDOBA","SIN_INFORMAR"
"FRANCIA","MIDI-PYRENEES","SIN_INFORMAR"
"NUEVA_ZELANDA","MANAWATU","SIN_INFORMAR"
"MEXICO","VERACRUZ-LLAVE","COATZACOALCOS"
"MEXICO","COAHUILA_DE_ZARAGOZA","TORREóN"
"ESPAÑA","TARRAGONA","SALOMO"
"ESPAÑA","LEON","LEON"
"ESPAÑA","BARCELONA","VILASSAR_DE_DALT"
"ESPAÑA","BARCELONA","SANT_MARTI_DE_CENTELLES"
"MEXICO","QUERETARO_DE_ARTEAGA","CORREGIDORA"
"ESPAÑA","SORIA","SORIA"
"ESPAÑA","LAS_PALMAS","SANTA_CRUZ_DE_TENERIFE"
"SUECIA","JONKOPINGS_LAN","SIN_INFORMAR"
"ESPAÑA","BARCELONA","FOLGUEROLES"
"ESPAÑA","VALLADOLID","PEDRAJAS_DE_SAN_ESTEBAN"
"BRASIL","MINAS_GERAIS","VIçOSA"
" ","CORDOBA","RIO SEGUNDO"
"ARGENTINA","TUCUMAN","QUILMES"
"REPUBLICA_CHECA","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","MADRID","TORRES_DE_LA_ALAMEDA"
"ESPAÑA","ALMERIA","GERGAL"
"ESPAÑA","GRANADA","PELIGROS"
"MEXICO","MEXICO","NICOLáS_ROMERO"
"ESPAÑA","BARCELONA","MATADEPERA"
"ESPAÑA","CACERES","VALENCIA_DE_ALCANTARA"
"FILIPINAS","CAVITE","SIN_INFORMAR"
"BRASIL","MINAS_GERAIS","ALMENARA"
"MEXICO","SONORA","CABORCA"
"ESPAÑA","LLEIDA","ALMENAR"
"ESPAÑA","CANTABRIA","BARCENA_DE_CICERO"
" ","FORMOSA","LAISHI"
"ESPAÑA","CASTELLON","TORREBLANCA"
"ESPAÑA","GUADALAJARA","ARMUÑA_DE_TAJUÑA"
"JAPON","KAGOSHIMA","SIN_INFORMAR"
" ","CORDOBA","SAN MARTIN"
"ARGENTINA","BUENOS_AIRES","AVELLANEDA"
"ARGENTINA","CORRIENTES","LAVALLE"
"ARGENTINA","TIERRA_DEL_FUEGO","RíO_GRANDE"
"ARGENTINA","NEUQUEN","AñELO"
"ESPAÑA","GIRONA","SANTA_COLOMA_DE_FARNERS"
"URUGUAY","PAYSANDU","SIN_INFORMAR"
"BOLIVIA","COCHABAMBA","ESTEBAN_ARCE"
"ESPAÑA","ASTURIAS","RIOSA"
"FRANCIA","LORRAINE","SIN_INFORMAR"
"ESPAÑA","ALICANTE","ASPE"
"ESPAÑA","GIRONA","TORROELLA_DE_MONTGRI"
"INDONESIA","BALI","SIN_INFORMAR"
"ESLOVENIA","LJUBLJANA","SIN_INFORMAR"
"INDIA","PUNJAB","SIN_INFORMAR"
"REINO_UNIDO","CARDIFF","SIN_INFORMAR"
"ARGENTINA","CORRIENTES","SANTA_LUCíA"
"ESPAÑA","TOLEDO","UGENA"
"MEXICO","GUANAJUATO","VALLE_DE_SANTIAGO"
" ","CIUDAD AUTONOMA DE BS AS","COMUNA 2"
"ESPAÑA","GIRONA","CAMPRODON"
"RUSIA","LENINGRAD","SIN_INFORMAR"
"ESPAÑA","GUIPUZCOA","DEBA"
"ESPAÑA","NAVARRA","NOAIN"
"ESPAÑA","TARRAGONA","MORELL__EL"
"EL_SALVADOR","SONSONATE","SIN_INFORMAR"
"ESPAÑA","VIZCAYA","ERMUA"
"IRLANDA","LAOIS","SIN_INFORMAR"
"PARAGUAY","CHACO","SIN_INFORMAR"
"FILIPINAS","BAGUIO","SIN_INFORMAR"
"ESPAÑA","PONTEVEDRA","MEIS"
"ESPAÑA","TOLEDO","PALOMEQUE"
" ","CORDOBA","TOTORAL"
"MEXICO","VERACRUZ-LLAVE","NARANJOS_AMATLáN"
"ESPAÑA","CANTABRIA","SANTA_MARIA_DE_CAYON"
"EGIPTO","BUR_SAID","SIN_INFORMAR"
"ESPAÑA","TERUEL","MORA_DE_RUBIELOS"
"ESPAÑA","GIRONA","SILS"
"ESPAÑA","ZARAGOZA","PEDROSAS__LAS"
"BRASIL","BAHIA","SANTO_ANTôNIO_DE_JESUS"
"CHILE","AISEN_DEL_GRAL_CARLOS_IBANEZ_DEL_CAMPO","COYHAIQUE"
"BRASIL","RIO_GRANDE_DO_SUL","JAGUARãO"
"ESPAÑA","TENERIFE","SILOS__LOS"
"ESPAÑA","ALBACETE","BONETE"
"BRASIL","SAO_PAULO","FERNANDóPOLIS"
"ESPAÑA","HUESCA","FORADADA_DEL_TOSCAR"
"ESPAÑA","ZARAGOZA","MIEDES_DE_ARAGON"
"ESPAÑA","CASTELLON","AZUÉBAR"
"ARGENTINA","MENDOZA","SAN_MARTíN"
"ARGENTINA","CHACO","LIBERTAD"
"ARGENTINA","CORRIENTES","CONCEPCIóN"
"ARGENTINA","LA_RIOJA","SANAGASTA"
"BRASIL","DISTRITO_FEDERAL","DISTRITO_FEDERAL"
"EMIRATOS_ARABES_UNIDOS","DUBAI","SIN_INFORMAR"
"CANADA","BRITISH_COLUMBIA","SIN_INFORMAR"
"CHILE","VALPARAISO","QUILLOTA"
"ESPAÑA","BARCELONA","RUBI"
"BOLIVIA","CHUQUISACA","OROPEZA"
"REINO_UNIDO","MILTON_KEYNES","SIN_INFORMAR"
"ECUADOR","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","LLEIDA","RIBERA_D´URGELLET"
"ESPAÑA","VIZCAYA","BARAKALDO"
"ESPAÑA","GUIPUZCOA","LASARTE_ORIA"
" ","JUJUY","SAN PEDRO"
"NUEVA_ZELANDA","ASHBURTON","SIN_INFORMAR"
"ESPAÑA","VALENCIA","NAQUERA"
"REINO_UNIDO","DOWN","SIN_INFORMAR"
"ESPAÑA","CUENCA","MOTA_DEL_CUERVO"
"ESPAÑA","LA_CORUÑA","MUGARDOS"
"TAILANDIA","CHIANG_MAI","SIN_INFORMAR"
"JAPON","HOKKAIDO","SIN_INFORMAR"
"ESPAÑA","VIZCAYA","SONDIKA"
"SAN_MARINO","ACQUAVIVA","SIN_INFORMAR"
"ESPAÑA","VIZCAYA","BERANGO"
"ESPAÑA","BADAJOZ","PEÑALSORDO"
"JAPON","IWATE","SIN_INFORMAR"
"BRASIL","MINAS_GERAIS","PARá_DE_MINAS"
"ARGENTINA","RIO_NEGRO","GENERAL_ROCA"
"ARGENTINA","SAN_JUAN","RAWSON"
"ARGENTINA","CHACO","SARGENTO_CABRAL"
"ARGENTINA","CATAMARCA","SANTA_MARíA"
"ARGENTINA","SANTIAGO_DEL_ESTERO","GUASAYáN_"
"MEXICO","QUINTANA_ROO","SIN_INFORMAR"
"AUSTRALIA","SOUTH_AUSTRALIA","SIN_INFORMAR"
"ESPAÑA","ORENSE","NOGUEIRA_DE_RAMUIN"
"ESTADOS_UNIDOS","NEW_HAMPSHIRE","SIN_INFORMAR"
"ESPAÑA","MADRID","VILLANUEVA_DE_LA_CAÑADA"
"CHILE","TARAPACA","IQUIQUE"
"ESPAÑA","LA_CORUÑA","RIBEIRA"
"CHILE","LOS_LAGOS","PALENA"
"JAPON","NAGANO","SIN_INFORMAR"
"COLOMBIA","CALDAS_DEPARTMENT","SIN_INFORMAR"
"ESPAÑA","MADRID","CAMARMA_DE_ESTERUELAS"
"ANDORRA","ENCAMP","SIN_INFORMAR"
"REINO_UNIDO","COVENTRY","SIN_INFORMAR"
"ESPAÑA","MURCIA","ALHAMA_DE_MURCIA"
"BULGARIA","SOFIYA","SIN_INFORMAR"
"REINO_UNIDO","LINCOLNSHIRE","SIN_INFORMAR"
"ESPAÑA","TOLEDO","OCAÑA"
" ","RIO NEGRO","CONESA"
"ESPAÑA","CASTELLON","CHÓVAR"
"ESPAÑA","MADRID","MORALEJA_DE_ENMEDIO"
"UCRANIA","MYKOLAYIVS_KA_OBLAST","SIN_INFORMAR"
"REINO_UNIDO","WARWICKSHIRE","SIN_INFORMAR"
"ESPAÑA","ALAVA","YECORA/IEKORA"
"ESPAÑA","ORENSE","CELANOVA"
"MEXICO","HIDALGO","ZIMAPáN"
"ESPAÑA","TERUEL","RAFALES"
"MEXICO","NAYARIT","IXTLáN_DEL_RíO"
"SUECIA","VASTERNORRLANDS_LAN","SIN_INFORMAR"
"ESPAÑA","GIRONA","PRESES__LES"
"ARGENTINA","SANTIAGO_DEL_ESTERO","SOBREMONTE"
"ARGENTINA","CORDOBA","GENERAL_ROCA"
"ANDORRA","ANDORRA_LA_VELLA","SIN_INFORMAR"
"ESPAÑA","MALAGA","ALHAURIN_DE_LA_TORRE"
"FINLANDIA","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","GIRONA","LLORET_DE_MAR"
"ESPAÑA","ALMERIA","EJIDO___EL"
"ESPAÑA","TARRAGONA","FLIX"
"BOLIVIA","SANTA_CRUZ","CORDILLERA"
"MEXICO","GUANAJUATO","IRAPUATO"
"MEXICO","COAHUILA_DE_ZARAGOZA","SALTILLO"
"ARGENTINA","SIN_INFORMAR","SANTIAGO_DEL_ESTERO_CAPITAL"
"ESPAÑA","MALAGA","ALMOGIA"
"ESPAÑA","TOLEDO","BARGAS"
"ESPAÑA","GRANADA","CHURRIANA_DE_LA_VEGA"
"ESPAÑA","BARCELONA","OLESA_DE_MONTSERRAT"
"ESPAÑA","BARCELONA","CABRERA_D´IGUALADA"
"ESPAÑA","GUIPUZCOA","ARRASATE_O_MONDRAGON"
"MEXICO","MICHOACAN_DE_OCAMPO","JACONA"
"ESPAÑA","GIRONA","SANT_JOAN_DE_LES_ABADESSES"
" ","SALTA","CAPITAL"
"REINO_UNIDO","READING","SIN_INFORMAR"
"IRLANDA","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","CASTELLON","ONDA"
"PERU","TUMBES","SIN_INFORMAR"
"ESPAÑA","LA_CORUÑA","ARZUA"
"ISRAEL","TEL_AVIV","RAMAT_GAN"
"ECUADOR","PASTAZA","SIN_INFORMAR"
"ESPAÑA","BARCELONA","CAPELLADES"
"RUMANIA","ILFOV","SIN_INFORMAR"
"ESPAÑA","PONTEVEDRA","ILLA_DE_AROUSA__A"
"ESPAÑA","VALENCIA","XERACO"
"ESPAÑA","CORDOBA","RUTE"
"REINO_UNIDO","HACKNEY","SIN_INFORMAR"
"ECUADOR","NAPO","SIN_INFORMAR"
"ESPAÑA","TOLEDO","BUENAVENTURA"
"SURINAM","PARAMARIBO","SIN_INFORMAR"
"ESPAÑA","CADIZ","ALGODONALES"
"NUEVA_ZELANDA","PAHIATUA","SIN_INFORMAR"
"ESPAÑA","SEGOVIA","LASTRILLA__LA"
"ESPAÑA","ZARAGOZA","TERRER"
"ESPAÑA","MALAGA","ARDALES"
"ARGENTINA","TUCUMAN","ANCASTI"
"REINO_UNIDO","VALE_OF_GLAMORGAN,_THE","SIN_INFORMAR"
"MEXICO","SONORA","HUATABAMPO"
"REINO_UNIDO","WARRINGTON","SIN_INFORMAR"
"ESPAÑA","CORDOBA","BELMEZ"
"ESPAÑA","JAEN","TORREDONJIMENO"
"ARGENTINA","SALTA","GENERAL_GüEMES"
"ARGENTINA","CORRIENTES","MERCEDES"
"ARGENTINA","ENTRE_RIOS","TALA"
"ESPAÑA","BARCELONA","BARCELONA"
"ESPAÑA","MADRID","SIN_INFORMAR"
"ESPAÑA","ALMERIA","HUERCAL_OVERA"
"BRASIL","PARANA","CURITIBA"
"ESPAÑA","MADRID","BOADILLA_DEL_MONTE"
"ESPAÑA","BARCELONA","LLIÇA_D´AMUNT"
"ESPAÑA","BARCELONA","PINEDA_DE_MAR"
"FRANCIA","CENTRE","SIN_INFORMAR"
"COLOMBIA","RISARALDA","SIN_INFORMAR"
"ESPAÑA","ALMERIA","MOJONERA__LA"
"ESPAÑA","VIZCAYA","BASAURI"
"ESPAÑA","LA_CORUÑA","LOUSAME"
"ECUADOR","LOJA","SIN_INFORMAR"
"BRASIL","RIO_GRANDE_DO_SUL","ERECHIM"
"ESPAÑA","SEVILLA","GUILLENA"
"ESPAÑA","ALICANTE","ONDARA"
"ESPAÑA","TOLEDO","CEBOLLA"
"MEXICO","PUEBLA","AMOZOC"
" ","JUJUY","PALPALA"
"ESPAÑA","ALICANTE","CALLOSA_DE_SEGURA"
"REINO_UNIDO","GRAMPIAN","SIN_INFORMAR"
"MEXICO","SAN_LUIS_POTOSI","CIUDAD_VALLES"
"ESPAÑA","TOLEDO","URDA"
"MEXICO","HIDALGO","MINERAL_DE_LA_REFORMA"
"ESPAÑA","ALICANTE","BANYERES_DE_MARIOLA"
"MARTINIQUE","MARTINIQUE_DEPARTEMENT","SIN_INFORMAR"
"PORTUGAL","SANTAREM","SIN_INFORMAR"
"ESPAÑA","ALICANTE","HONDON_DE_LAS_NIEVES"
"BRASIL","RIO_GRANDE_DO_SUL","OSóRIO"
"ESPAÑA","HUESCA","AISA"
"JAPON","HIROSHIMA","SIN_INFORMAR"
"ESPAÑA","HUELVA","PUNTA_UMBRIA"
"ESPAÑA","MALLORCA","MANCOR_DE_LA_VALL"
"ESPAÑA","ALBACETE","ONTUR"
"ESPAÑA","BARCELONA","CASTELLVI_DE_LA_MARCA"
"ARGENTINA","CORRIENTES","FEDERACIóN"
"ESPAÑA","GIRONA","VALL_D´EN_BAS__LA"
"ESPAÑA","CANTABRIA","POLANCO"
"ESPAÑA","TENERIFE","GARACHICO"
"ESPAÑA","BARCELONA","RAJADELL"
"ESPAÑA","TARRAGONA","NOU_DE_GAIA__LA"
"POLONIA","GDANSK","SIN_INFORMAR"
"ARGENTINA","CHACO","GENERAL_DONOVAN"
"ARGENTINA","MENDOZA","JUNíN"
"ARGENTINA","RIO_NEGRO","PICHI_MAHUIDA"
"ARGENTINA","CHACO","SAN_LORENZO"
"ESTADOS_UNIDOS","MARYLAND","SIN_INFORMAR"
"COLOMBIA","ATLANTICO","SIN_INFORMAR"
"ITALIA","CAMPANIA","SIN_INFORMAR"
"AUSTRALIA","WESTERN_AUSTRALIA","SIN_INFORMAR"
"ESPAÑA","MADRID","GALAPAGAR"
"SUDAFRICA","KWAZULU-NATAL","SIN_INFORMAR"
"ESPAÑA","BARCELONA","SANT_PERE_DE_RIBES"
"ESPAÑA","BARCELONA","RIPOLLET"
"ESPAÑA","LA_CORUÑA","SADA"
"ESPAÑA","MADRID","ROZAS_DE_PUERTO_REAL"
"MEXICO","PUEBLA","SAN_ANDRéS_CHOLULA"
"BRASIL","RIO_DE_JANEIRO","SERRANA"
"ESPAÑA","TOLEDO","PUEBLA_DE_MONTALBAN__LA"
"ESPAÑA","NAVARRA","SIN_INFORMAR"
"MEXICO","COLIMA","VILLA_DE_ÁLVAREZ"
"BOLIVIA","SANTA_CRUZ","FLORIDA"
"ESPAÑA","VALENCIA","ROCAFORT"
"CHILE","AISEN_DEL_GENERAL_CARLOS_IBANEZ_DEL_CAMPO","GENERAL_CARRERA"
"ESPAÑA","CUENCA","SAN_CLEMENTE"
"ESPAÑA","TARRAGONA","NULLES"
"ESPAÑA","SEGOVIA","ABADES"
"ESPAÑA","ZAMORA","MORALEJA_DEL_VINO"
"HOLANDA","FLEVOLAND","SIN_INFORMAR"
"REPUBLICA_POPULAR_CHINA","HEILONGJIANG","SIN_INFORMAR"
"ESPAÑA","MENORCA","FERRERIES"
"ESPAÑA","VALENCIA","BARXETA"
"ESPAÑA","JAEN","CASTELLAR"
"ARGENTINA","BUENOS_AIRES","BELLA_VISTA"
"ARGENTINA","MISIONES","APóSTOLES"
"ARGENTINA","MENDOZA","SAN_CARLOS"
"ARGENTINA","CHACO","SIN_INFORMAR"
"MEXICO","MEXICO","TOLUCA"
"INDONESIA","JAKARTA_RAYA","SIN_INFORMAR"
"ESPAÑA","HUESCA","HUESCA"
"ESPAÑA","TARRAGONA","ALDEA__L´"
"MEXICO","DISTRITO_FEDERAL","COYOACAN"
"REPUBLICA_CHECA","JIHOCESKY_KRAJ","SIN_INFORMAR"
"AUSTRIA","STEIERMARK","SIN_INFORMAR"
"ESPAÑA","LEON","BEMBIBRE"
"ESPAÑA","MADRID","VILLAREJO_DE_SALVANES"
"ESPAÑA","BARCELONA","CARDONA"
"IRLANDA","OFFALY","SIN_INFORMAR"
"ESPAÑA","ALICANTE","NOVELDA"
"ESPAÑA","TERUEL","FOZ_CALANDA"
"ESPAÑA","LLEIDA","VIELHA_E_MIJARAN"
"MEXICO","DISTRITO_FEDERAL","TLAHUAC"
" ","CORDOBA","SAN JAVIER"
" ","CIUDAD AUTONOMA DE BS AS","COMUNA 11"
"ESPAÑA","ALBACETE","MADRIGUERAS"
"EL_SALVADOR","SAN_MIGUEL","SIN_INFORMAR"
"BRASIL","MARANHAO","AGLOMERAçãO_URBANA_DE_SãO_LUíS"
"ESPAÑA","LA_RIOJA","FUENMAYOR"
"ESPAÑA","TERUEL","CEDRILLAS"
"GUYANA","SIN_INFORMAR","SIN_INFORMAR"
"MEXICO","VERACRUZ-LLAVE","JAMAPA"
"REINO_UNIDO","CLEVELAND","SIN_INFORMAR"
"ESPAÑA","GIRONA","MADREMANYA"
"PARAGUAY","BUENOS_AIRES","QUILMES"
"ESLOVAQUIA","TRENCIN","SIN_INFORMAR"
"ESPAÑA","VALENCIA","DOMEÑO"
"MEXICO","TABASCO","NACAJUCA"
